league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
FRA-Ligue 1,2021,PSG,Marquinhos,BRA,DF,27,1994,32,32,2861,31.8,5,0,5,5,0,0,5,0,0.16,0.0,0.16,0.16,0.16,2021-2022,standard
FRA-Ligue 1,2021,PSG,Mauro Icardi,ARG,FW,28,1993,24,10,1027,11.4,4,0,4,4,0,0,1,0,0.35,0.0,0.35,0.35,0.35,2021-2022,standard
FRA-Ligue 1,2021,PSG,Nathan Bitumazala,FRA,MF,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,PSG,Neymar,BRA,"FW,MF",29,1992,22,22,1851,20.6,13,6,19,10,3,4,10,0,0.63,0.29,0.92,0.49,0.78,2021-2022,standard
FRA-Ligue 1,2021,PSG,Nuno Mendes,POR,DF,19,2002,27,18,1658,18.4,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,2021-2022,standard
FRA-Ligue 1,2021,PSG,Pablo Sarabia,ESP,"FW,MF",29,1992,2,0,22,0.2,1,0,1,1,0,0,1,0,4.09,0.0,4.09,4.09,4.09,2021-2022,standard
FRA-Ligue 1,2021,PSG,Presnel Kimpembe,FRA,DF,25,1995,30,29,2576,28.6,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,2021-2022,standard
FRA-Ligue 1,2021,PSG,Rafinha,BRA,"FW,MF",28,1993,5,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,PSG,Sekou Yansané,FRA,FW,18,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,PSG,Sergio Ramos,ESP,DF,35,1986,12,8,801,8.9,2,0,2,2,0,0,3,1,0.22,0.0,0.22,0.22,0.22,2021-2022,standard
FRA-Ligue 1,2021,PSG,Sergio Rico,ESP,GK,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,PSG,Thilo Kehrer,GER,DF,24,1996,27,16,1513,16.8,2,0,2,2,0,0,0,0,0.12,0.0,0.12,0.12,0.12,2021-2022,standard
FRA-Ligue 1,2021,PSG,Xavi Simons,NED,FW,18,2003,6,1,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,PSG,Ángel Di María,ARG,"FW,MF",33,1988,26,19,1645,18.3,5,7,12,5,0,0,2,0,0.27,0.38,0.66,0.27,0.66,2021-2022,standard
FRA-Ligue 1,2021,Reims,Alexis Flips,FRA,MF,21,2000,25,13,1056,11.7,2,4,6,1,1,1,2,0,0.17,0.34,0.51,0.09,0.43,2021-2022,standard
FRA-Ligue 1,2021,Reims,Anastasios Donis,GRE,"MF,FW",24,1996,13,3,370,4.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Andrew Gravillon,GLP,DF,23,1998,26,24,2135,23.7,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Arber Zeneli,KVX,FW,26,1995,9,4,409,4.5,2,3,5,2,0,0,0,0,0.44,0.66,1.1,0.44,1.1,2021-2022,standard
FRA-Ligue 1,2021,Reims,Azor Matusiwa,NED,MF,23,1998,29,29,2463,27.4,1,1,2,1,0,0,8,1,0.04,0.04,0.07,0.04,0.07,2021-2022,standard
FRA-Ligue 1,2021,Reims,Bradley Locko,FRA,"MF,DF",19,2002,24,11,1011,11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,2021-2022,standard
FRA-Ligue 1,2021,Reims,Dion Lopy,SEN,MF,19,2002,26,19,1642,18.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,El Bilal Touré,MLI,"FW,MF",19,2001,21,15,1194,13.3,2,4,6,1,1,1,2,0,0.15,0.3,0.45,0.08,0.38,2021-2022,standard
FRA-Ligue 1,2021,Reims,Fodé Doucouré,MLI,DF,20,2001,3,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Fraser Hornby,SCO,FW,21,1999,8,4,350,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Ghislain Konan,CIV,"MF,DF",25,1995,28,28,2418,26.9,1,3,4,1,0,0,1,0,0.04,0.11,0.15,0.04,0.15,2021-2022,standard
FRA-Ligue 1,2021,Reims,Hugo Ekitike,FRA,FW,19,2002,24,15,1273,14.1,10,3,13,9,1,2,1,1,0.71,0.21,0.92,0.64,0.85,2021-2022,standard
FRA-Ligue 1,2021,Reims,Ibrahim Diakité,GUI,DF,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Ilan Kebbal,ALG,"MF,FW",23,1998,31,21,1772,19.7,1,4,5,1,0,0,1,0,0.05,0.2,0.25,0.05,0.25,2021-2022,standard
FRA-Ligue 1,2021,Reims,Jens Cajuste,SWE,MF,21,1999,8,4,364,4.0,2,0,2,1,1,1,0,0,0.49,0.0,0.49,0.25,0.25,2021-2022,standard
FRA-Ligue 1,2021,Reims,Kaj Sierhuis,NED,FW,23,1998,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Kamory Doumbia,MLI,MF,18,2003,8,2,352,3.9,2,1,3,2,0,0,1,0,0.51,0.26,0.77,0.51,0.77,2021-2022,standard
FRA-Ligue 1,2021,Reims,Marshall Munetsi,ZIM,"MF,DF",25,1996,24,20,1885,20.9,5,1,6,5,0,0,7,0,0.24,0.05,0.29,0.24,0.29,2021-2022,standard
FRA-Ligue 1,2021,Reims,Martin Adeline,FRA,MF,17,2003,8,2,352,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Mathieu Cafaro,FRA,"MF,FW",24,1997,4,3,192,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Maxime Busi,BEL,"DF,MF",21,1999,18,13,1296,14.4,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,2021-2022,standard
FRA-Ligue 1,2021,Reims,Mitchell van Bergen,NED,"FW,MF",21,1999,20,11,983,10.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Moreto Cassamã,GNB,MF,23,1998,17,11,801,8.9,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,2021-2022,standard
FRA-Ligue 1,2021,Reims,Moussa Doumbia,MLI,MF,26,1994,4,0,86,1.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Moustapha Mbow,SEN,DF,21,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Nathanaël Mbuku,COD,"FW,MF",19,2002,31,18,1418,15.8,2,1,3,2,0,0,1,0,0.13,0.06,0.19,0.13,0.19,2021-2022,standard
FRA-Ligue 1,2021,Reims,Philippe Koffi,CIV,FW,19,2002,10,3,375,4.2,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,2021-2022,standard
FRA-Ligue 1,2021,Reims,Predrag Rajković,SRB,GK,25,1995,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Sambou Sissoko,FRA,MF,22,1999,8,0,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Samuel Koeberlé,FRA,MF,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Thomas Foket,BEL,"MF,DF",26,1994,29,26,2235,24.8,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
FRA-Ligue 1,2021,Reims,Valon Berisha,KVX,MF,28,1993,13,5,455,5.1,0,1,1,0,0,0,2,1,0.0,0.2,0.2,0.0,0.2,2021-2022,standard
FRA-Ligue 1,2021,Reims,Wout Faes,BEL,DF,23,1998,37,37,3330,37.0,4,0,4,4,0,0,2,0,0.11,0.0,0.11,0.11,0.11,2021-2022,standard
FRA-Ligue 1,2021,Reims,Xavier Chavalerin,FRA,MF,30,1991,3,2,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Reims,Yunis Abdelhamid,MAR,DF,33,1987,34,34,2983,33.1,2,0,2,2,0,0,5,1,0.06,0.0,0.06,0.06,0.06,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Adrien Truffert,FRA,DF,19,2001,30,18,1639,18.2,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Alfred Gomis,SEN,GK,27,1993,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Andy Diouf,FRA,MF,18,2003,5,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Baptiste Santamaria,FRA,"MF,DF",26,1995,34,28,2518,28.0,2,1,3,2,0,0,7,0,0.07,0.04,0.11,0.07,0.11,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",27,1994,38,38,3193,35.5,11,12,23,11,0,0,2,0,0.31,0.34,0.65,0.31,0.65,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Birger Meling,NOR,DF,26,1994,31,20,1829,20.3,0,4,4,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Doğan Alemdar,TUR,GK,18,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Eduardo Camavinga,FRA,MF,18,2002,4,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Flavien Tait,FRA,MF,28,1993,28,24,2125,23.6,5,3,8,5,0,0,3,0,0.21,0.13,0.34,0.21,0.34,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Gaëtan Laborde,FRA,FW,27,1994,34,32,2729,30.3,12,8,20,10,2,2,1,0,0.4,0.26,0.66,0.33,0.59,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Hamari Traoré,MLI,DF,29,1992,33,33,2890,32.1,3,10,13,3,0,0,4,0,0.09,0.31,0.4,0.09,0.4,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Jeanuël Belocian,FRA,DF,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Jeremy Doku,BEL,"MF,FW",19,2002,14,4,469,5.2,1,2,3,1,0,0,2,0,0.19,0.38,0.58,0.19,0.58,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Jonas Martin,FRA,MF,31,1990,29,24,2105,23.4,1,1,2,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Kamaldeen Sulemana,GHA,"MF,FW",19,2002,20,11,1015,11.3,4,2,6,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Lesley Ugochukwu,FRA,MF,17,2004,18,3,405,4.5,1,0,1,1,0,0,2,0,0.22,0.0,0.22,0.22,0.22,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Lorenz Assignon,TOG,DF,21,2000,20,5,616,6.8,0,2,2,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Loum Tchaouna,FRA,"FW,MF",17,2003,10,0,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Lovro Majer,CRO,MF,23,1998,29,21,1832,20.4,6,8,14,6,0,0,1,0,0.29,0.39,0.69,0.29,0.69,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Loïc Bade,FRA,DF,21,2000,14,11,985,10.9,0,1,1,0,0,0,3,1,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Martin Terrier,FRA,"FW,MF",24,1997,37,37,2779,30.9,21,3,24,19,2,2,1,0,0.68,0.1,0.78,0.62,0.71,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Mathys Tel,FRA,"FW,MF",16,2005,7,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Matthis Abline,FRA,FW,18,2003,7,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Nayef Aguerd,MAR,DF,25,1996,31,31,2735,30.4,2,2,4,2,0,0,3,1,0.07,0.07,0.13,0.07,0.13,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Romain Del Castillo,FRA,"FW,MF",25,1996,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Romain Salin,FRA,GK,37,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Serhou Guirassy,GUI,FW,25,1996,37,7,1016,11.3,9,0,9,9,0,0,1,0,0.8,0.0,0.8,0.8,0.8,2021-2022,standard
FRA-Ligue 1,2021,Rennes,Warmed Omari,COM,DF,21,2000,34,31,2796,31.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Abdoulaye Bakayoko,FRA,DF,18,2002,4,4,307,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Adil Aouchiche,ALG,MF,19,2002,35,11,1081,12.0,0,4,4,0,0,0,2,0,0.0,0.33,0.33,0.0,0.33,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Aimen Moueffek,FRA,"MF,FW",20,2001,14,4,432,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Alpha Sissoko,MLI,DF,24,1997,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Arnaud Nordin,FRA,"MF,FW",23,1998,36,20,1874,20.8,4,4,8,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Assane Dioussé,SEN,MF,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Bakary Sako,MLI,FW,33,1988,7,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Bryan Djile Nokoué,CMR,DF,19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Charles Abi,FRA,FW,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Denis Bouanga,GAB,"FW,MF",26,1994,34,28,2436,27.1,9,6,15,9,0,0,4,1,0.33,0.22,0.55,0.33,0.55,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Elhadji Dieye,SEN,FW,19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Eliaquim Mangala,FRA,DF,30,1991,14,14,1179,13.1,1,0,1,1,0,0,9,0,0.08,0.0,0.08,0.08,0.08,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Enzo Crivelli,FRA,FW,26,1995,4,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Etienne Green,ENG,GK,21,2000,15,15,1197,13.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Falaye Sacko,MLI,DF,26,1995,9,8,667,7.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Gabriel Silva,BRA,"DF,MF",30,1991,13,9,713,7.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Harold Moukoudi,CMR,DF,23,1997,24,17,1661,18.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Jean-Philippe Krasso,CIV,FW,24,1997,16,5,453,5.0,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Juan Ignacio Ramírez,URU,FW,24,1997,5,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Lamine Ghezali,FRA,MF,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Lucas Calodat,FRA,DF,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Lucas Gourna-Douath,FRA,MF,17,2003,31,20,1804,20.0,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Mahdi Camara,FRA,"MF,DF",23,1998,35,34,3073,34.1,3,0,3,3,0,0,8,0,0.09,0.0,0.09,0.09,0.09,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Mathys Saban,FRA,MF,19,2002,3,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Maxence Rivera,FRA,MF,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Mickael Nade,FRA,DF,22,1999,30,29,2563,28.5,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Miguel Trauco,PER,"DF,MF",28,1992,17,12,1112,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Paul Bernardoni,FRA,GK,24,1997,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Romain Hamouma,FRA,"FW,MF",34,1987,22,7,886,9.8,2,1,3,2,0,0,2,0,0.2,0.1,0.3,0.2,0.3,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Ryad Boudebouz,ALG,"MF,FW",31,1990,30,27,2252,25.0,3,4,7,2,1,1,2,0,0.12,0.16,0.28,0.08,0.24,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Sada Thioub,SEN,MF,26,1995,17,11,950,10.6,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Saidou Sow,GUI,DF,19,2002,13,11,989,11.0,2,1,3,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Stefan Bajic,FRA,GK,19,2001,7,4,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Timothée Kolodziejczak,FRA,"DF,MF",29,1991,30,30,2565,28.5,2,3,5,2,0,0,4,1,0.07,0.11,0.18,0.07,0.18,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Wahbi Khazri,TUN,"FW,MF",30,1991,30,26,2225,24.7,10,0,10,6,4,4,6,0,0.4,0.0,0.4,0.24,0.24,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Yanis Lhery,FRA,FW,18,2003,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Yvan Neyou,CMR,MF,24,1997,16,12,936,10.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Yvann Macon,FRA,"DF,MF",22,1998,22,19,1529,17.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Saint-Étienne,Zaydou Youssouf,COM,MF,22,1999,30,18,1553,17.3,1,0,1,1,0,0,3,1,0.06,0.0,0.06,0.06,0.06,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Abdul Majeed Waris,GHA,"MF,FW",29,1991,15,2,327,3.6,2,0,2,2,0,0,1,0,0.55,0.0,0.55,0.55,0.55,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Adrien Thomasson,FRA,MF,27,1993,31,27,2389,26.5,8,4,12,8,0,0,2,1,0.3,0.15,0.45,0.3,0.45,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Alexander Djiku,GHA,DF,26,1994,31,30,2694,29.9,1,0,1,1,0,0,10,1,0.03,0.0,0.03,0.03,0.03,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Anthony Caci,FRA,"DF,MF",24,1997,37,26,2395,26.6,1,3,4,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Dimitri Liénard,FRA,"DF,MF",33,1988,33,23,2044,22.7,2,3,5,2,0,0,8,0,0.09,0.13,0.22,0.09,0.22,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Eiji Kawashima,JPN,GK,38,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Frederic Guilbert,FRA,"DF,MF",26,1994,33,28,2516,28.0,0,4,4,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Gerzino Nyamsi,CMR,DF,24,1997,34,33,2984,33.2,0,2,2,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Habib Diallo,SEN,FW,26,1995,31,16,1541,17.1,11,1,12,9,2,2,2,0,0.64,0.06,0.7,0.53,0.58,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Habib Diarra,SEN,MF,17,2004,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Ibrahima Sissoko,MLI,"MF,DF",23,1997,35,26,2303,25.6,2,5,7,2,0,0,6,0,0.08,0.2,0.27,0.08,0.27,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Jean-Eudes Aholou,CIV,MF,27,1994,25,11,1004,11.2,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Jean-Ricner Bellegarde,HAI,MF,23,1998,36,26,2332,25.9,2,3,5,2,0,0,5,0,0.08,0.12,0.19,0.08,0.19,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Karol Fila,POL,"DF,MF",23,1998,16,7,560,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Kévin Gameiro,FRA,FW,34,1987,35,28,2385,26.5,11,3,14,10,1,3,0,0,0.42,0.11,0.53,0.38,0.49,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Lebo Mothiba,RSA,FW,25,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Lucas Perrin,FRA,DF,22,1998,31,29,2502,27.8,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Ludovic Ajorque,FRA,FW,27,1994,36,31,2738,30.4,12,8,20,9,3,3,5,1,0.39,0.26,0.66,0.3,0.56,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Mahame Siby,MLI,MF,25,1996,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Matz Sels,BEL,GK,29,1992,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Maxime Le Marchand,FRA,DF,31,1989,12,9,860,9.6,1,1,2,1,0,0,4,0,0.1,0.1,0.21,0.1,0.21,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Mehdi Chahiri,MAR,MF,25,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
FRA-Ligue 1,2021,Strasbourg,Moïse Sahi Dion,CIV,FW,19,2001,8,0,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
